From	Entry	Reviewed	Entry Name	Protein names	Gene Names	Organism	Length	Taxonomic lineage
K2R2B2	K2R2B2	unreviewed	K2R2B2_METFP	Archaeal glutamate synthase [NADPH], EC 1.4.1.13	A994_09251	Methanobacterium formicicum (strain DSM 3637 / PP1)	620	
K2R2B2_METFP	K2R2B2	unreviewed	K2R2B2_METFP	Archaeal glutamate synthase [NADPH], EC 1.4.1.13	A994_09251	Methanobacterium formicicum (strain DSM 3637 / PP1)	620	
K2R006	K2R006	unreviewed	K2R006_METFP	4Fe-4S ferredoxin	A994_07175	Methanobacterium formicicum (strain DSM 3637 / PP1)	167	
K2R006_METFP	K2R006	unreviewed	K2R006_METFP	4Fe-4S ferredoxin	A994_07175	Methanobacterium formicicum (strain DSM 3637 / PP1)	167	
K2QYS6	K2QYS6	unreviewed	K2QYS6_METFP	Archaeal glutamate synthase [NADPH], EC 1.4.1.13	A994_08441	Methanobacterium formicicum (strain DSM 3637 / PP1)	499	
K2QYS6_METFP	K2QYS6	unreviewed	K2QYS6_METFP	Archaeal glutamate synthase [NADPH], EC 1.4.1.13	A994_08441	Methanobacterium formicicum (strain DSM 3637 / PP1)	499	
K2R0Q0	K2R0Q0	unreviewed	K2R0Q0_METFP	Glutamyl-tRNA reductase, GluTR, EC 1.2.1.70	hemA A994_04160	Methanobacterium formicicum (strain DSM 3637 / PP1)	398	
K2R0Q0_METFP	K2R0Q0	unreviewed	K2R0Q0_METFP	Glutamyl-tRNA reductase, GluTR, EC 1.2.1.70	hemA A994_04160	Methanobacterium formicicum (strain DSM 3637 / PP1)	398	
K2QD24	K2QD24	unreviewed	K2QD24_METFP	Glutamate--tRNA ligase, EC 6.1.1.17 (Glutamyl-tRNA synthetase, GluRS)	gltX A994_05451	Methanobacterium formicicum (strain DSM 3637 / PP1)	558	
K2QD24_METFP	K2QD24	unreviewed	K2QD24_METFP	Glutamate--tRNA ligase, EC 6.1.1.17 (Glutamyl-tRNA synthetase, GluRS)	gltX A994_05451	Methanobacterium formicicum (strain DSM 3637 / PP1)	558	
K2RRU2	K2RRU2	unreviewed	K2RRU2_METFP	MIP family channel protein	A994_08476	Methanobacterium formicicum (strain DSM 3637 / PP1)	248	
K2RRU2_METFP	K2RRU2	unreviewed	K2RRU2_METFP	MIP family channel protein	A994_08476	Methanobacterium formicicum (strain DSM 3637 / PP1)	248	
K2R5T8	K2R5T8	unreviewed	K2R5T8_METFP	Beta-lactamase domain-containing protein	A994_03963	Methanobacterium formicicum (strain DSM 3637 / PP1)	207	
K2R5T8_METFP	K2R5T8	unreviewed	K2R5T8_METFP	Beta-lactamase domain-containing protein	A994_03963	Methanobacterium formicicum (strain DSM 3637 / PP1)	207	
K2R0E1	K2R0E1	unreviewed	K2R0E1_METFP	Glyoxalase/bleomycin resistance protein/dioxygenase	A994_12623	Methanobacterium formicicum (strain DSM 3637 / PP1)	120	
K2R0E1_METFP	K2R0E1	unreviewed	K2R0E1_METFP	Glyoxalase/bleomycin resistance protein/dioxygenase	A994_12623	Methanobacterium formicicum (strain DSM 3637 / PP1)	120	
K2RE35	K2RE35	unreviewed	K2RE35_METFP	Beta-lactamase domain-containing protein	A994_03973	Methanobacterium formicicum (strain DSM 3637 / PP1)	245	
K2RE35_METFP	K2RE35	unreviewed	K2RE35_METFP	Beta-lactamase domain-containing protein	A994_03973	Methanobacterium formicicum (strain DSM 3637 / PP1)	245	
K2QWL3	K2QWL3	unreviewed	K2QWL3_METFP	Beta-lactamase domain-containing protein	A994_12503	Methanobacterium formicicum (strain DSM 3637 / PP1)	277	
K2QWL3_METFP	K2QWL3	unreviewed	K2QWL3_METFP	Beta-lactamase domain-containing protein	A994_12503	Methanobacterium formicicum (strain DSM 3637 / PP1)	277	
K2QE16	K2QE16	unreviewed	K2QE16_METFP	GMP synthase [glutamine-hydrolyzing] subunit A, EC 6.3.5.2 (Glutamine amidotransferase)	guaAA A994_05200	Methanobacterium formicicum (strain DSM 3637 / PP1)	189	
K2QE16_METFP	K2QE16	unreviewed	K2QE16_METFP	GMP synthase [glutamine-hydrolyzing] subunit A, EC 6.3.5.2 (Glutamine amidotransferase)	guaAA A994_05200	Methanobacterium formicicum (strain DSM 3637 / PP1)	189	
K2R1R4	K2R1R4	unreviewed	K2R1R4_METFP	Peroxiredoxin, EC 1.11.1.24 (Thioredoxin peroxidase) (Thioredoxin-dependent peroxiredoxin)	A994_03208	Methanobacterium formicicum (strain DSM 3637 / PP1)	211	
K2R1R4_METFP	K2R1R4	unreviewed	K2R1R4_METFP	Peroxiredoxin, EC 1.11.1.24 (Thioredoxin peroxidase) (Thioredoxin-dependent peroxiredoxin)	A994_03208	Methanobacterium formicicum (strain DSM 3637 / PP1)	211	
K2RRG9	K2RRG9	unreviewed	K2RRG9_METFP	GTP cyclohydrolase MptA, EC 3.5.4.39 (GTP cyclohydrolase IV)	mptA A994_09216	Methanobacterium formicicum (strain DSM 3637 / PP1)	316	
K2RRG9_METFP	K2RRG9	unreviewed	K2RRG9_METFP	GTP cyclohydrolase MptA, EC 3.5.4.39 (GTP cyclohydrolase IV)	mptA A994_09216	Methanobacterium formicicum (strain DSM 3637 / PP1)	316	
K2R729	K2R729	unreviewed	K2R729_METFP	Translation-associated GTPase	A994_02010	Methanobacterium formicicum (strain DSM 3637 / PP1)	395	
K2R729_METFP	K2R729	unreviewed	K2R729_METFP	Translation-associated GTPase	A994_02010	Methanobacterium formicicum (strain DSM 3637 / PP1)	395	
K2R361	K2R361	unreviewed	K2R361_METFP	PAS/PAC sensor protein	A994_01815	Methanobacterium formicicum (strain DSM 3637 / PP1)	246	
K2R361_METFP	K2R361	unreviewed	K2R361_METFP	PAS/PAC sensor protein	A994_01815	Methanobacterium formicicum (strain DSM 3637 / PP1)	246	
K2QWH1	K2QWH1	unreviewed	K2QWH1_METFP	Hydrogen dehydrogenase	A994_12353	Methanobacterium formicicum (strain DSM 3637 / PP1)	482	
K2QWH1_METFP	K2QWH1	unreviewed	K2QWH1_METFP	Hydrogen dehydrogenase	A994_12353	Methanobacterium formicicum (strain DSM 3637 / PP1)	482	
K2RTI3	K2RTI3	unreviewed	K2RTI3_METFP	Hydroxylamine reductase, EC 1.7.99.1 (Hybrid-cluster protein, HCP) (Prismane protein)	hcp A994_04145	Methanobacterium formicicum (strain DSM 3637 / PP1)	458	
K2RTI3_METFP	K2RTI3	unreviewed	K2RTI3_METFP	Hydroxylamine reductase, EC 1.7.99.1 (Hybrid-cluster protein, HCP) (Prismane protein)	hcp A994_04145	Methanobacterium formicicum (strain DSM 3637 / PP1)	458	
K2QG54	K2QG54	unreviewed	K2QG54_METFP	Carbonic anhydrase	A994_02215	Methanobacterium formicicum (strain DSM 3637 / PP1)	173	
K2QG54_METFP	K2QG54	unreviewed	K2QG54_METFP	Carbonic anhydrase	A994_02215	Methanobacterium formicicum (strain DSM 3637 / PP1)	173	
K2RQD1	K2RQD1	unreviewed	K2RQD1_METFP	Histidinol dehydrogenase, HDH, EC 1.1.1.23	hisD A994_11152	Methanobacterium formicicum (strain DSM 3637 / PP1)	425	
K2RQD1_METFP	K2RQD1	unreviewed	K2RQD1_METFP	Histidinol dehydrogenase, HDH, EC 1.1.1.23	hisD A994_11152	Methanobacterium formicicum (strain DSM 3637 / PP1)	425	
K2R355	K2R355	unreviewed	K2R355_METFP	Imidazoleglycerol-phosphate dehydratase, IGPD, EC 4.2.1.19	hisB A994_01765	Methanobacterium formicicum (strain DSM 3637 / PP1)	192	
K2R355_METFP	K2R355	unreviewed	K2R355_METFP	Imidazoleglycerol-phosphate dehydratase, IGPD, EC 4.2.1.19	hisB A994_01765	Methanobacterium formicicum (strain DSM 3637 / PP1)	192	
K2QA38	K2QA38	unreviewed	K2QA38_METFP	DNA polymerase beta, EC 2.7.7.7	A994_11447	Methanobacterium formicicum (strain DSM 3637 / PP1)	566	
K2QA38_METFP	K2QA38	unreviewed	K2QA38_METFP	DNA polymerase beta, EC 2.7.7.7	A994_11447	Methanobacterium formicicum (strain DSM 3637 / PP1)	566	
K2RDE0	K2RDE0	unreviewed	K2RDE0_METFP	Probable porphobilinogen deaminase, PBG, EC 2.5.1.61 (Hydroxymethylbilane synthase, HMBS) (Pre-uroporphyrinogen synthase)	hemC A994_05265	Methanobacterium formicicum (strain DSM 3637 / PP1)	289	
K2RDE0_METFP	K2RDE0	unreviewed	K2RDE0_METFP	Probable porphobilinogen deaminase, PBG, EC 2.5.1.61 (Hydroxymethylbilane synthase, HMBS) (Pre-uroporphyrinogen synthase)	hemC A994_05265	Methanobacterium formicicum (strain DSM 3637 / PP1)	289	
K2R4E1	K2R4E1	unreviewed	K2R4E1_METFP	3-hydroxy-3-methylglutaryl coenzyme A reductase, HMG-CoA reductase, EC 1.1.1.34	A994_06366	Methanobacterium formicicum (strain DSM 3637 / PP1)	402	
K2R4E1_METFP	K2R4E1	unreviewed	K2R4E1_METFP	3-hydroxy-3-methylglutaryl coenzyme A reductase, HMG-CoA reductase, EC 1.1.1.34	A994_06366	Methanobacterium formicicum (strain DSM 3637 / PP1)	402	
K2QX31	K2QX31	unreviewed	K2QX31_METFP	UPF0219 protein A994_11482	A994_11482	Methanobacterium formicicum (strain DSM 3637 / PP1)	351	
K2QX31_METFP	K2QX31	unreviewed	K2QX31_METFP	UPF0219 protein A994_11482	A994_11482	Methanobacterium formicicum (strain DSM 3637 / PP1)	351	
K2R5G4	K2R5G4	unreviewed	K2R5G4_METFP	Phosphomethylpyrimidine kinase	A994_03178	Methanobacterium formicicum (strain DSM 3637 / PP1)	255	
K2R5G4_METFP	K2R5G4	unreviewed	K2R5G4_METFP	Phosphomethylpyrimidine kinase	A994_03178	Methanobacterium formicicum (strain DSM 3637 / PP1)	255	
K2R4P8	K2R4P8	unreviewed	K2R4P8_METFP	Anion transporter	A994_04555	Methanobacterium formicicum (strain DSM 3637 / PP1)	450	
K2R4P8_METFP	K2R4P8	unreviewed	K2R4P8_METFP	Anion transporter	A994_04555	Methanobacterium formicicum (strain DSM 3637 / PP1)	450	
K2RBW4	K2RBW4	unreviewed	K2RBW4_METFP	D-3-phosphoglycerate dehydrogenase, EC 1.1.1.95	A994_06905	Methanobacterium formicicum (strain DSM 3637 / PP1)	523	
K2RBW4_METFP	K2RBW4	unreviewed	K2RBW4_METFP	D-3-phosphoglycerate dehydrogenase, EC 1.1.1.95	A994_06905	Methanobacterium formicicum (strain DSM 3637 / PP1)	523	
K2R9N5	K2R9N5	unreviewed	K2R9N5_METFP	Homoserine dehydrogenase, EC 1.1.1.3	A994_10539	Methanobacterium formicicum (strain DSM 3637 / PP1)	337	
K2R9N5_METFP	K2R9N5	unreviewed	K2R9N5_METFP	Homoserine dehydrogenase, EC 1.1.1.3	A994_10539	Methanobacterium formicicum (strain DSM 3637 / PP1)	337	
K2RE61	K2RE61	unreviewed	K2RE61_METFP	Homoserine dehydrogenase, EC 1.1.1.3	A994_00095	Methanobacterium formicicum (strain DSM 3637 / PP1)	427	
K2RE61_METFP	K2RE61	unreviewed	K2RE61_METFP	Homoserine dehydrogenase, EC 1.1.1.3	A994_00095	Methanobacterium formicicum (strain DSM 3637 / PP1)	427	
K2RES5	K2RES5	unreviewed	K2RES5_METFP	Homoserine O-acetyltransferase	A994_01245	Methanobacterium formicicum (strain DSM 3637 / PP1)	329	
K2RES5_METFP	K2RES5	unreviewed	K2RES5_METFP	Homoserine O-acetyltransferase	A994_01245	Methanobacterium formicicum (strain DSM 3637 / PP1)	329	
K2QXP6	K2QXP6	reviewed	METXA_METFP	Homoserine O-acetyltransferase, HAT, EC 2.3.1.31 (Homoserine transacetylase, HTA)	metXA A994_10634	Methanobacterium formicicum (strain DSM 3637 / PP1)	493	
METXA_METFP	K2QXP6	reviewed	METXA_METFP	Homoserine O-acetyltransferase, HAT, EC 2.3.1.31 (Homoserine transacetylase, HTA)	metXA A994_10634	Methanobacterium formicicum (strain DSM 3637 / PP1)	493	
K2R1W9	K2R1W9	unreviewed	K2R1W9_METFP	Histidinol-phosphate aminotransferase, EC 2.6.1.9 (Imidazole acetol-phosphate transaminase)	hisC A994_10108	Methanobacterium formicicum (strain DSM 3637 / PP1)	366	
K2R1W9_METFP	K2R1W9	unreviewed	K2R1W9_METFP	Histidinol-phosphate aminotransferase, EC 2.6.1.9 (Imidazole acetol-phosphate transaminase)	hisC A994_10108	Methanobacterium formicicum (strain DSM 3637 / PP1)	366	
K2QG07	K2QG07	unreviewed	K2QG07_METFP	Imidazole glycerol phosphate synthase subunit HisH, EC 4.3.2.10 (IGP synthase glutaminase subunit, EC 3.5.1.2) (IGP synthase subunit HisH) (ImGP synthase subunit HisH, IGPS subunit HisH)	hisH A994_01955	Methanobacterium formicicum (strain DSM 3637 / PP1)	203	
K2QG07_METFP	K2QG07	unreviewed	K2QG07_METFP	Imidazole glycerol phosphate synthase subunit HisH, EC 4.3.2.10 (IGP synthase glutaminase subunit, EC 3.5.1.2) (IGP synthase subunit HisH) (ImGP synthase subunit HisH, IGPS subunit HisH)	hisH A994_01955	Methanobacterium formicicum (strain DSM 3637 / PP1)	203	
K2QAU8	K2QAU8	unreviewed	K2QAU8_METFP	NADH ubiquinone oxidoreductase 20 kDa subunit	A994_10774	Methanobacterium formicicum (strain DSM 3637 / PP1)	149	
K2QAU8_METFP	K2QAU8	unreviewed	K2QAU8_METFP	NADH ubiquinone oxidoreductase 20 kDa subunit	A994_10774	Methanobacterium formicicum (strain DSM 3637 / PP1)	149	
K2REN0	K2REN0	unreviewed	K2REN0_METFP	Archaeoflavoprotein	A994_01070	Methanobacterium formicicum (strain DSM 3637 / PP1)	230	
K2REN0_METFP	K2REN0	unreviewed	K2REN0_METFP	Archaeoflavoprotein	A994_01070	Methanobacterium formicicum (strain DSM 3637 / PP1)	230	
K2R5Y5	K2R5Y5	unreviewed	K2R5Y5_METFP	NADH dehydrogenase (Quinone)	A994_00235	Methanobacterium formicicum (strain DSM 3637 / PP1)	375	
K2R5Y5_METFP	K2R5Y5	unreviewed	K2R5Y5_METFP	NADH dehydrogenase (Quinone)	A994_00235	Methanobacterium formicicum (strain DSM 3637 / PP1)	375	
K2RBH1	K2RBH1	unreviewed	K2RBH1_METFP	Hydrogenase expression/formation protein HypE	A994_08001	Methanobacterium formicicum (strain DSM 3637 / PP1)	336	
K2RBH1_METFP	K2RBH1	unreviewed	K2RBH1_METFP	Hydrogenase expression/formation protein HypE	A994_08001	Methanobacterium formicicum (strain DSM 3637 / PP1)	336	
K2QDU9	K2QDU9	unreviewed	K2QDU9_METFP	Hydrogenase assembly chaperone HypC/HupF	A994_04750	Methanobacterium formicicum (strain DSM 3637 / PP1)	83	
K2QDU9_METFP	K2QDU9	unreviewed	K2QDU9_METFP	Hydrogenase assembly chaperone HypC/HupF	A994_04750	Methanobacterium formicicum (strain DSM 3637 / PP1)	83	
K2REH1	K2REH1	unreviewed	K2REH1_METFP	Carbamoyltransferase, EC 6.2.-.-	A994_00745	Methanobacterium formicicum (strain DSM 3637 / PP1)	770	
K2REH1_METFP	K2REH1	unreviewed	K2REH1_METFP	Carbamoyltransferase, EC 6.2.-.-	A994_00745	Methanobacterium formicicum (strain DSM 3637 / PP1)	770	
K2QFH4	K2QFH4	unreviewed	K2QFH4_METFP	3-isopropylmalate dehydrogenase	A994_01030	Methanobacterium formicicum (strain DSM 3637 / PP1)	328	
K2QFH4_METFP	K2QFH4	unreviewed	K2QFH4_METFP	3-isopropylmalate dehydrogenase	A994_01030	Methanobacterium formicicum (strain DSM 3637 / PP1)	328	
K2QFQ3	K2QFQ3	unreviewed	K2QFQ3_METFP	Imidazole glycerol phosphate synthase subunit HisF, EC 4.3.2.10 (IGP synthase cyclase subunit) (IGP synthase subunit HisF) (ImGP synthase subunit HisF, IGPS subunit HisF)	hisF A994_01330	Methanobacterium formicicum (strain DSM 3637 / PP1)	274	
K2QFQ3_METFP	K2QFQ3	unreviewed	K2QFQ3_METFP	Imidazole glycerol phosphate synthase subunit HisF, EC 4.3.2.10 (IGP synthase cyclase subunit) (IGP synthase subunit HisF) (ImGP synthase subunit HisF, IGPS subunit HisF)	hisF A994_01330	Methanobacterium formicicum (strain DSM 3637 / PP1)	274	
K2R4U9	K2R4U9	unreviewed	K2R4U9_METFP	Indole-3-glycerol phosphate synthase, EC 4.1.1.48	A994_04730	Methanobacterium formicicum (strain DSM 3637 / PP1)	266	
K2R4U9_METFP	K2R4U9	unreviewed	K2R4U9_METFP	Indole-3-glycerol phosphate synthase, EC 4.1.1.48	A994_04730	Methanobacterium formicicum (strain DSM 3637 / PP1)	266	
K2QFU2	K2QFU2	unreviewed	K2QFU2_METFP	Branched-chain-amino-acid aminotransferase, BCAT, EC 2.6.1.42	ilvE A994_01630	Methanobacterium formicicum (strain DSM 3637 / PP1)	306	
K2QFU2_METFP	K2QFU2	unreviewed	K2QFU2_METFP	Branched-chain-amino-acid aminotransferase, BCAT, EC 2.6.1.42	ilvE A994_01630	Methanobacterium formicicum (strain DSM 3637 / PP1)	306	
K2R5I3	K2R5I3	unreviewed	K2R5I3_METFP	Inosine-5'-monophosphate dehydrogenase, IMP dehydrogenase, IMPD, IMPDH, EC 1.1.1.205	guaB A994_03303	Methanobacterium formicicum (strain DSM 3637 / PP1)	496	
K2R5I3_METFP	K2R5I3	unreviewed	K2R5I3_METFP	Inosine-5'-monophosphate dehydrogenase, IMP dehydrogenase, IMPD, IMPDH, EC 1.1.1.205	guaB A994_03303	Methanobacterium formicicum (strain DSM 3637 / PP1)	496	
K2R279	K2R279	unreviewed	K2R279_METFP	Signal transduction protein with CBS domains	A994_00065	Methanobacterium formicicum (strain DSM 3637 / PP1)	186	
K2R279_METFP	K2R279	unreviewed	K2R279_METFP	Signal transduction protein with CBS domains	A994_00065	Methanobacterium formicicum (strain DSM 3637 / PP1)	186	
K2QWZ8	K2QWZ8	unreviewed	K2QWZ8_METFP	Putative signal transduction protein with CBS domains	A994_12281	Methanobacterium formicicum (strain DSM 3637 / PP1)	293	
K2QWZ8_METFP	K2QWZ8	unreviewed	K2QWZ8_METFP	Putative signal transduction protein with CBS domains	A994_12281	Methanobacterium formicicum (strain DSM 3637 / PP1)	293	
K2RRD1	K2RRD1	unreviewed	K2RRD1_METFP	Signal transduction protein with CBS domains	A994_09091	Methanobacterium formicicum (strain DSM 3637 / PP1)	267	
K2RRD1_METFP	K2RRD1	unreviewed	K2RRD1_METFP	Signal transduction protein with CBS domains	A994_09091	Methanobacterium formicicum (strain DSM 3637 / PP1)	267	
K2RUC7	K2RUC7	unreviewed	K2RUC7_METFP	Oxidoreductase domain-containing protein	A994_05270	Methanobacterium formicicum (strain DSM 3637 / PP1)	317	
K2RUC7_METFP	K2RUC7	unreviewed	K2RUC7_METFP	Oxidoreductase domain-containing protein	A994_05270	Methanobacterium formicicum (strain DSM 3637 / PP1)	317	
K2R116	K2R116	unreviewed	K2R116_METFP	Methanogen homoaconitase small subunit, HACN, EC 4.2.1.114 (Homoaconitate hydratase)	hacB A994_11752	Methanobacterium formicicum (strain DSM 3637 / PP1)	169	
K2R116_METFP	K2R116	unreviewed	K2R116_METFP	Methanogen homoaconitase small subunit, HACN, EC 4.2.1.114 (Homoaconitate hydratase)	hacB A994_11752	Methanobacterium formicicum (strain DSM 3637 / PP1)	169	
K2R2S3	K2R2S3	unreviewed	K2R2S3_METFP	3-isopropylmalate dehydratase large subunit, EC 4.2.1.33 (Alpha-IPM isomerase, IPMI) (Isopropylmalate isomerase)	leuC A994_01040	Methanobacterium formicicum (strain DSM 3637 / PP1)	416	
K2R2S3_METFP	K2R2S3	unreviewed	K2R2S3_METFP	3-isopropylmalate dehydratase large subunit, EC 4.2.1.33 (Alpha-IPM isomerase, IPMI) (Isopropylmalate isomerase)	leuC A994_01040	Methanobacterium formicicum (strain DSM 3637 / PP1)	416	
K2RDA4	K2RDA4	unreviewed	K2RDA4_METFP	Putative (R)-citramalate synthase CimA, EC 2.3.1.182	cimA A994_05140	Methanobacterium formicicum (strain DSM 3637 / PP1)	499	
K2RDA4_METFP	K2RDA4	unreviewed	K2RDA4_METFP	Putative (R)-citramalate synthase CimA, EC 2.3.1.182	cimA A994_05140	Methanobacterium formicicum (strain DSM 3637 / PP1)	499	
K2R701	K2R701	unreviewed	K2R701_METFP	2-isopropylmalate synthase, EC 2.3.3.13	A994_01810	Methanobacterium formicicum (strain DSM 3637 / PP1)	505	
K2R701_METFP	K2R701	unreviewed	K2R701_METFP	2-isopropylmalate synthase, EC 2.3.3.13	A994_01810	Methanobacterium formicicum (strain DSM 3637 / PP1)	505	
K2R5W7	K2R5W7	unreviewed	K2R5W7_METFP	Cation transporter	A994_00135	Methanobacterium formicicum (strain DSM 3637 / PP1)	495	
K2R5W7_METFP	K2R5W7	unreviewed	K2R5W7_METFP	Cation transporter	A994_00135	Methanobacterium formicicum (strain DSM 3637 / PP1)	495	
K2QDT4	K2QDT4	unreviewed	K2QDT4_METFP	TRK system potassium uptake protein TrkA	A994_04650	Methanobacterium formicicum (strain DSM 3637 / PP1)	216	
K2QDT4_METFP	K2QDT4	unreviewed	K2QDT4_METFP	TRK system potassium uptake protein TrkA	A994_04650	Methanobacterium formicicum (strain DSM 3637 / PP1)	216	
K2QG11	K2QG11	unreviewed	K2QG11_METFP	Potassium channel protein	A994_01980	Methanobacterium formicicum (strain DSM 3637 / PP1)	337	
K2QG11_METFP	K2QG11	unreviewed	K2QG11_METFP	Potassium channel protein	A994_01980	Methanobacterium formicicum (strain DSM 3637 / PP1)	337	
K2QAZ9	K2QAZ9	unreviewed	K2QAZ9_METFP	Potassium uptake protein TrkA	A994_09703	Methanobacterium formicicum (strain DSM 3637 / PP1)	215	
K2QAZ9_METFP	K2QAZ9	unreviewed	K2QAZ9_METFP	Potassium uptake protein TrkA	A994_09703	Methanobacterium formicicum (strain DSM 3637 / PP1)	215	
K2R632	K2R632	unreviewed	K2R632_METFP	RCK N-terminal domain-containing protein	A994_00435	Methanobacterium formicicum (strain DSM 3637 / PP1)	642	
K2R632_METFP	K2R632	unreviewed	K2R632_METFP	RCK N-terminal domain-containing protein	A994_00435	Methanobacterium formicicum (strain DSM 3637 / PP1)	642	
K2QEU2	K2QEU2	unreviewed	K2QEU2_METFP	Sodium/hydrogen exchanger	A994_04008	Methanobacterium formicicum (strain DSM 3637 / PP1)	396	
K2QEU2_METFP	K2QEU2	unreviewed	K2QEU2_METFP	Sodium/hydrogen exchanger	A994_04008	Methanobacterium formicicum (strain DSM 3637 / PP1)	396	
K2RV62	K2RV62	unreviewed	K2RV62_METFP	Hydrogenase subunit F, EC 1.6.5.3	A994_00275	Methanobacterium formicicum (strain DSM 3637 / PP1)	501	
K2RV62_METFP	K2RV62	unreviewed	K2RV62_METFP	Hydrogenase subunit F, EC 1.6.5.3	A994_00275	Methanobacterium formicicum (strain DSM 3637 / PP1)	501	
K2R1V5	K2R1V5	unreviewed	K2R1V5_METFP	LL-diaminopimelate aminotransferase, DAP-AT, DAP-aminotransferase, LL-DAP-aminotransferase, EC 2.6.1.83	dapL A994_03433	Methanobacterium formicicum (strain DSM 3637 / PP1)	411	
K2R1V5_METFP	K2R1V5	unreviewed	K2R1V5_METFP	LL-diaminopimelate aminotransferase, DAP-AT, DAP-aminotransferase, LL-DAP-aminotransferase, EC 2.6.1.83	dapL A994_03433	Methanobacterium formicicum (strain DSM 3637 / PP1)	411	
K2QBX7	K2QBX7	unreviewed	K2QBX7_METFP	Malate dehydrogenase, EC 1.1.1.37	A994_08481	Methanobacterium formicicum (strain DSM 3637 / PP1)	321	
K2QBX7_METFP	K2QBX7	unreviewed	K2QBX7_METFP	Malate dehydrogenase, EC 1.1.1.37	A994_08481	Methanobacterium formicicum (strain DSM 3637 / PP1)	321	
K2R0C3	K2R0C3	unreviewed	K2R0C3_METFP	Glyoxalase/bleomycin resistance protein/dioxygenase	A994_05836	Methanobacterium formicicum (strain DSM 3637 / PP1)	116	
K2R0C3_METFP	K2R0C3	unreviewed	K2R0C3_METFP	Glyoxalase/bleomycin resistance protein/dioxygenase	A994_05836	Methanobacterium formicicum (strain DSM 3637 / PP1)	116	
K2RW58	K2RW58	unreviewed	K2RW58_METFP	Lysine exporter protein LysE/YggA	A994_01875	Methanobacterium formicicum (strain DSM 3637 / PP1)	210	
K2RW58_METFP	K2RW58	unreviewed	K2RW58_METFP	Lysine exporter protein LysE/YggA	A994_01875	Methanobacterium formicicum (strain DSM 3637 / PP1)	210	
K2RDR1	K2RDR1	unreviewed	K2RDR1_METFP	Lactate utilization protein B/C	A994_03313	Methanobacterium formicicum (strain DSM 3637 / PP1)	399	
K2RDR1_METFP	K2RDR1	unreviewed	K2RDR1_METFP	Lactate utilization protein B/C	A994_03313	Methanobacterium formicicum (strain DSM 3637 / PP1)	399	
K2R720	K2R720	unreviewed	K2R720_METFP	Nucleotidyl transferase	A994_01960	Methanobacterium formicicum (strain DSM 3637 / PP1)	335	
K2R720_METFP	K2R720	unreviewed	K2R720_METFP	Nucleotidyl transferase	A994_01960	Methanobacterium formicicum (strain DSM 3637 / PP1)	335	
K2R6T4	K2R6T4	unreviewed	K2R6T4_METFP	Malate dehydrogenase, EC 1.1.1.38	A994_01360	Methanobacterium formicicum (strain DSM 3637 / PP1)	515	
K2R6T4_METFP	K2R6T4	unreviewed	K2R6T4_METFP	Malate dehydrogenase, EC 1.1.1.38	A994_01360	Methanobacterium formicicum (strain DSM 3637 / PP1)	515	
K2R2X0	K2R2X0	unreviewed	K2R2X0_METFP	S-adenosylmethionine synthase, AdoMet synthase, EC 2.5.1.6 (Methionine adenosyltransferase)	mat A994_01165	Methanobacterium formicicum (strain DSM 3637 / PP1)	401	
K2R2X0_METFP	K2R2X0	unreviewed	K2R2X0_METFP	S-adenosylmethionine synthase, AdoMet synthase, EC 2.5.1.6 (Methionine adenosyltransferase)	mat A994_01165	Methanobacterium formicicum (strain DSM 3637 / PP1)	401	
K2R1S4	K2R1S4	unreviewed	K2R1S4_METFP	Phosphonate-transporting ATPase	A994_03258	Methanobacterium formicicum (strain DSM 3637 / PP1)	577	
K2R1S4_METFP	K2R1S4	unreviewed	K2R1S4_METFP	Phosphonate-transporting ATPase	A994_03258	Methanobacterium formicicum (strain DSM 3637 / PP1)	577	
K2R1J9	K2R1J9	unreviewed	K2R1J9_METFP	Methionine synthase	A994_09608	Methanobacterium formicicum (strain DSM 3637 / PP1)	325	
K2R1J9_METFP	K2R1J9	unreviewed	K2R1J9_METFP	Methionine synthase	A994_09608	Methanobacterium formicicum (strain DSM 3637 / PP1)	325	
K2R0V3	K2R0V3	unreviewed	K2R0V3_METFP	Peptide methionine sulfoxide reductase MsrA, Protein-methionine-S-oxide reductase, EC 1.8.4.11 (Peptide-methionine (S)-S-oxide reductase, Peptide Met(O) reductase)	msrA A994_11452	Methanobacterium formicicum (strain DSM 3637 / PP1)	161	
K2R0V3_METFP	K2R0V3	unreviewed	K2R0V3_METFP	Peptide methionine sulfoxide reductase MsrA, Protein-methionine-S-oxide reductase, EC 1.8.4.11 (Peptide-methionine (S)-S-oxide reductase, Peptide Met(O) reductase)	msrA A994_11452	Methanobacterium formicicum (strain DSM 3637 / PP1)	161	
K2R1D4	K2R1D4	unreviewed	K2R1D4_METFP	Peptide methionine sulfoxide reductase MsrB, EC 1.8.4.12 (Peptide-methionine (R)-S-oxide reductase)	msrB A994_05160	Methanobacterium formicicum (strain DSM 3637 / PP1)	155	
K2R1D4_METFP	K2R1D4	unreviewed	K2R1D4_METFP	Peptide methionine sulfoxide reductase MsrB, EC 1.8.4.12 (Peptide-methionine (R)-S-oxide reductase)	msrB A994_05160	Methanobacterium formicicum (strain DSM 3637 / PP1)	155	
